roi_label,roi_name,x,y,z
777,7Networks_RH_SalVentAttn_FrOper_12,33.7143,19.7922,9.4545
778,7Networks_RH_SalVentAttn_FrOper_13,41.4286,24.0336,5.4454
779,7Networks_RH_SalVentAttn_FrOper_14,35.0000,5.4583,10.2500
780,7Networks_RH_SalVentAttn_FrOper_15,47.0127,20.9873,2.7848
781,7Networks_RH_SalVentAttn_FrOper_16,37.8077,12.2692,9.1154
782,7Networks_RH_SalVentAttn_FrOper_17,44.2703,12.5405,4.3063
783,7Networks_RH_SalVentAttn_FrOper_18,39.6610,2.2712,13.4576
784,7Networks_RH_SalVentAttn_FrOper_19,49.5294,8.8908,-0.0336
785,7Networks_RH_SalVentAttn_FrOper_20,47.5221,-0.6549,6.6372
786,7Networks_RH_SalVentAttn_FrOper_21,53.1867,13.0400,8.6667
787,7Networks_RH_SalVentAttn_FrOper_22,57.6792,4.2075,5.6604
788,7Networks_RH_SalVentAttn_FrOper_23,55.8361,9.1967,12.9016
789,7Networks_RH_SalVentAttn_FrOper_24,59.4091,9.0000,19.7500
790,7Networks_RH_SalVentAttn_PFCl_1,31.1863,47.2941,20.9706
791,7Networks_RH_SalVentAttn_PFCl_2,28.4218,44.7483,32.8980
792,7Networks_RH_SalVentAttn_Med_1,5.1096,23.6712,26.9863
793,7Networks_RH_SalVentAttn_Med_2,4.1346,9.1346,34.1538
794,7Networks_RH_SalVentAttn_Med_3,4.1818,-5.0909,36.3636
795,7Networks_RH_SalVentAttn_Med_4,8.3750,23.9792,37.8958
796,7Networks_RH_SalVentAttn_Med_5,8.3787,13.2359,39.4419
797,7Networks_RH_SalVentAttn_Med_6,8.4074,-25.2593,40.6296
798,7Networks_RH_SalVentAttn_Med_7,7.7193,-14.8070,40.3860
799,7Networks_RH_SalVentAttn_Med_8,10.0870,-33.8696,42.3043
800,7Networks_RH_SalVentAttn_Med_9,13.1667,-24.3750,38.8750
801,7Networks_RH_SalVentAttn_Med_10,12.2154,-39.2615,45.0462
802,7Networks_RH_SalVentAttn_Med_11,7.1458,14.1458,50.4792
803,7Networks_RH_SalVentAttn_Med_12,14.6383,-30.4255,43.6596
804,7Networks_RH_SalVentAttn_Med_13,8.8000,-42.9524,50.9143
805,7Networks_RH_SalVentAttn_Med_14,14.3077,-36.6154,51.5692
806,7Networks_RH_SalVentAttn_Med_15,4.9505,10.8911,59.3663
807,7Networks_RH_SalVentAttn_Med_16,6.2667,-46.7733,57.4933
808,7Networks_RH_SalVentAttn_Med_17,6.6619,0.3669,66.1583
809,7Networks_RH_SalVentAttn_Med_18,10.4571,-46.6857,63.9429
810,7Networks_RH_SalVentAttn_Med_19,15.6640,6.3680,69.2160
811,7Networks_RH_SalVentAttn_Med_20,18.8934,-4.5888,68.8629
812,7Networks_RH_Limbic_OFC_1,20.9420,13.2754,-22.3913
813,7Networks_RH_Limbic_OFC_2,14.3011,16.2366,-17.0323
814,7Networks_RH_Limbic_OFC_3,15.1538,27.2308,-23.7231
815,7Networks_RH_Limbic_OFC_4,10.0392,27.2353,-19.9804
816,7Networks_RH_Limbic_OFC_5,10.1074,40.8993,-23.3020
817,7Networks_RH_Limbic_OFC_6,23.2793,28.2973,-18.5586
818,7Networks_RH_Limbic_OFC_7,16.0455,47.8864,-19.7727
819,7Networks_RH_Limbic_OFC_8,4.8966,19.7854,-20.0383
820,7Networks_RH_Limbic_OFC_9,3.3398,40.4272,-24.8350
821,7Networks_RH_Limbic_OFC_10,6.4343,54.5600,-22.2514
822,7Networks_RH_Limbic_OFC_11,14.9120,60.0800,-17.4560
823,7Networks_RH_Limbic_OFC_12,4.0111,26.3315,-11.5359
824,7Networks_RH_Limbic_OFC_13,6.7581,63.3468,-11.2742
825,7Networks_RH_Limbic_OFC_14,21.7569,62.0784,-9.5843
826,7Networks_RH_Limbic_TempPole_1,28.4495,2.0657,-44.1768
827,7Networks_RH_Limbic_TempPole_2,34.7192,10.6404,-40.2759
828,7Networks_RH_Limbic_TempPole_3,48.8836,-5.4442,-39.8622
829,7Networks_RH_Limbic_TempPole_4,40.1747,-9.5459,-34.6725
830,7Networks_RH_Limbic_TempPole_5,30.9894,-9.6138,-35.0847
831,7Networks_RH_Limbic_TempPole_6,20.1905,0.2381,-32.2381
832,7Networks_RH_Limbic_TempPole_7,24.2785,8.9114,-31.6540
833,7Networks_RH_Limbic_TempPole_8,50.2829,-19.9512,-30.9073
834,7Networks_RH_Limbic_TempPole_9,42.3158,-20.9323,-25.4135
835,7Networks_RH_Limbic_TempPole_10,36.9845,20.8731,-32.0805
836,7Networks_RH_Limbic_TempPole_11,59.2893,-20.2975,-29.8678
837,7Networks_RH_Limbic_TempPole_12,21.5286,-12.6000,-29.7143
838,7Networks_RH_Limbic_TempPole_13,43.5556,-30.1852,-22.6852
839,7Networks_RH_Limbic_TempPole_14,32.3040,10.3200,-27.4240
840,7Networks_RH_Limbic_TempPole_15,33.3287,-22.0280,-25.4825
841,7Networks_RH_Limbic_TempPole_16,22.0190,-22.1143,-24.0000
842,7Networks_RH_Limbic_TempPole_17,42.4364,12.2909,-21.1455
843,7Networks_RH_Cont_Par_1,60.5957,-44.7660,31.7021
844,7Networks_RH_Cont_Par_2,58.6555,-45.6639,40.4538
845,7Networks_RH_Cont_Par_3,59.2966,-38.5379,38.9379
846,7Networks_RH_Cont_Par_4,39.8000,-75.7500,42.5750
847,7Networks_RH_Cont_Par_5,55.2781,-50.8402,46.2130
848,7Networks_RH_Cont_Par_6,59.9388,-31.6122,50.2041
849,7Networks_RH_Cont_Par_7,55.3913,-40.8261,47.5362
850,7Networks_RH_Cont_Par_8,47.3867,-57.2800,53.7067
851,7Networks_RH_Cont_Par_9,52.9615,-34.5769,49.3077
852,7Networks_RH_Cont_Par_10,49.2188,-44.1875,49.8438
853,7Networks_RH_Cont_Par_11,48.1887,-49.6226,54.1887
854,7Networks_RH_Cont_Par_12,49.2500,-39.2083,47.5417
855,7Networks_RH_Cont_Par_13,37.5273,-67.6000,49.4182
856,7Networks_RH_Cont_Par_14,41.9310,-58.0000,50.6379
857,7Networks_RH_Cont_Par_15,43.3621,-48.6724,46.9483
858,7Networks_RH_Cont_Par_16,43.7664,-39.6204,45.4015
859,7Networks_RH_Cont_Par_17,35.4186,-51.4884,42.3140
860,7Networks_RH_Cont_Temp_1,59.1633,-29.0518,-23.2191
861,7Networks_RH_Cont_Temp_2,60.4082,-38.6803,-18.9796
862,7Networks_RH_Cont_Temp_3,63.4932,-40.9658,-10.6096
863,7Networks_RH_Cont_Temp_4,65.4524,-46.7619,-2.6667
864,7Networks_RH_Cont_PFCv_1,34.0678,20.3729,-6.6610
865,7Networks_RH_Cont_PFCv_2,34.3158,26.6316,-7.0526
866,7Networks_RH_Cont_PFCl_1,24.1436,40.6188,-16.1436
867,7Networks_RH_Cont_PFCl_2,28.0000,51.8439,-14.2439
868,7Networks_RH_Cont_PFCl_3,39.8819,51.8898,-12.3858
869,7Networks_RH_Cont_PFCl_4,32.3661,58.6964,-1.7768
870,7Networks_RH_Cont_PFCl_5,43.4242,49.6288,-3.6515
871,7Networks_RH_Cont_PFCl_6,23.2296,62.5556,1.5852
872,7Networks_RH_Cont_PFCl_7,49.2893,40.3655,3.8274
873,7Networks_RH_Cont_PFCl_8,40.9876,49.7842,6.7386
874,7Networks_RH_Cont_PFCl_9,31.2028,55.3007,10.2587
875,7Networks_RH_Cont_PFCl_10,53.5165,30.6044,14.5275
876,7Networks_RH_Cont_PFCl_11,25.7732,60.7835,14.1031
877,7Networks_RH_Cont_PFCl_12,42.2710,38.8598,12.4299
878,7Networks_RH_Cont_PFCl_13,54.2264,18.0000,20.1384
879,7Networks_RH_Cont_PFCl_14,41.8125,48.4219,18.3438
880,7Networks_RH_Cont_PFCl_15,46.1769,28.8639,21.7959
881,7Networks_RH_Cont_PFCl_16,45.0208,17.9583,24.2292
882,7Networks_RH_Cont_PFCl_17,24.9204,55.2448,25.4867
883,7Networks_RH_Cont_PFCl_18,46.1677,36.3114,25.7964
884,7Networks_RH_Cont_PFCl_19,38.3379,41.3790,29.1142
885,7Networks_RH_Cont_PFCl_20,50.5350,24.2420,31.3121
886,7Networks_RH_Cont_PFCl_21,41.1407,17.0815,30.1778
887,7Networks_RH_Cont_PFCl_22,43.6021,29.8429,36.1780
888,7Networks_RH_Cont_PFCl_23,37.2866,8.5478,34.4586
889,7Networks_RH_Cont_PFCl_24,34.8710,36.3441,40.4194
890,7Networks_RH_Cont_PFCl_25,46.8689,15.9262,39.5000
891,7Networks_RH_Cont_PFCl_26,40.4954,9.9817,45.0826
892,7Networks_RH_Cont_PFCl_27,41.3382,23.3527,46.9745
893,7Networks_RH_Cont_PFCl_28,32.6452,30.1290,47.1613
894,7Networks_RH_Cont_PFCl_29,44.3152,5.5515,50.4485
895,7Networks_RH_Cont_PFCl_30,38.4062,10.2188,57.8500
896,7Networks_RH_Cont_PFCl_31,30.8376,17.0342,52.9829
897,7Networks_RH_Cont_PFCl_32,24.5505,16.6422,46.4404
898,7Networks_RH_Cont_PFCl_33,19.8810,17.6905,62.2738
899,7Networks_RH_Cont_PFCl_34,24.1423,8.7341,62.0449
900,7Networks_RH_Cont_pCun_1,14.0000,-68.2512,35.0242
901,7Networks_RH_Cont_pCun_2,13.7024,-75.2143,43.7738
902,7Networks_RH_Cont_pCun_3,5.0606,-74.0303,46.5152
903,7Networks_RH_Cont_Cing_1,5.8333,-22.3333,26.6667
904,7Networks_RH_Cont_Cing_2,5.3171,9.0244,27.5610
905,7Networks_RH_Cont_Cing_3,6.8333,-32.2619,26.9524
906,7Networks_RH_Cont_Cing_4,5.2917,-0.7917,30.1250
907,7Networks_RH_Cont_Cing_5,5.1605,-15.7778,30.2469
908,7Networks_RH_Cont_PFCmp_1,7.5980,35.4510,20.2255
909,7Networks_RH_Cont_PFCmp_2,9.9494,28.1266,28.2532
910,7Networks_RH_Cont_PFCmp_3,6.2390,34.9811,32.7296
911,7Networks_RH_Cont_PFCmp_4,4.5567,38.4021,47.6186
912,7Networks_RH_Cont_PFCmp_5,5.0263,25.4035,48.3333
913,7Networks_RH_Default_Par_1,57.7200,-48.1600,10.3000
914,7Networks_RH_Default_Par_2,53.3182,-44.9091,17.4091
915,7Networks_RH_Default_Par_3,49.2857,-58.6122,19.1837
916,7Networks_RH_Default_Par_4,50.4854,-50.7379,18.8932
917,7Networks_RH_Default_Par_5,55.0654,-46.8037,22.6542
918,7Networks_RH_Default_Par_6,50.3768,-63.5072,25.3140
919,7Networks_RH_Default_Par_7,55.0423,-42.8732,26.8451
920,7Networks_RH_Default_Par_8,47.2407,-55.0556,27.3704
921,7Networks_RH_Default_Par_9,57.4454,-52.9076,24.1513
922,7Networks_RH_Default_Par_10,54.8276,-46.4828,31.6552
923,7Networks_RH_Default_Par_11,49.2909,-60.5455,33.9636
924,7Networks_RH_Default_Par_12,47.7852,-68.8322,35.6644
925,7Networks_RH_Default_Par_13,56.6364,-53.4318,33.0795
926,7Networks_RH_Default_Par_14,48.7714,-62.5714,41.7286
927,7Networks_RH_Default_Par_15,53.1079,-57.5252,43.3525
928,7Networks_RH_Default_Par_16,43.7179,-67.8718,48.5128
929,7Networks_RH_Default_Temp_1,47.1482,9.7898,-36.6253
930,7Networks_RH_Default_Temp_2,49.9200,-0.5867,-32.3467
931,7Networks_RH_Default_Temp_3,59.6878,-8.0585,-24.6732
932,7Networks_RH_Default_Temp_4,51.9222,8.0556,-26.1778
933,7Networks_RH_Default_Temp_5,48.9789,17.2000,-21.8316
934,7Networks_RH_Default_Temp_6,57.5122,-3.9512,-17.4472
935,7Networks_RH_Default_Temp_7,64.0000,-24.0925,-16.8439
936,7Networks_RH_Default_Temp_8,65.6033,-11.4876,-12.5950
937,7Networks_RH_Default_Temp_9,53.4952,4.2381,-15.0667
938,7Networks_RH_Default_Temp_10,67.1930,-30.0702,-12.3158
939,7Networks_RH_Default_Temp_11,50.6476,-8.1524,-13.0095
940,7Networks_RH_Default_Temp_12,63.8238,-21.3264,-8.4560
941,7Networks_RH_Default_Temp_13,50.1538,-17.2967,-10.5275
942,7Networks_RH_Default_Temp_14,54.2740,-27.2055,-6.3836
943,7Networks_RH_Default_Temp_15,64.8161,-33.1954,-1.8621
944,7Networks_RH_Default_Temp_16,48.4935,-22.4675,-4.6494
945,7Networks_RH_Default_Temp_17,47.8750,-29.6500,-0.7500
946,7Networks_RH_Default_Temp_18,55.5054,-36.8172,-0.6452
947,7Networks_RH_Default_PFCv_1,28.7971,19.0000,-20.2899
948,7Networks_RH_Default_PFCv_2,31.4521,19.8630,-12.6575
949,7Networks_RH_Default_PFCv_3,35.0909,26.6263,-19.0909
950,7Networks_RH_Default_PFCv_4,35.3048,37.1905,-12.8095
951,7Networks_RH_Default_PFCv_5,41.1634,25.3072,-13.8954
952,7Networks_RH_Default_PFCv_6,47.5141,34.4407,-14.1695
953,7Networks_RH_Default_PFCv_7,42.3614,26.1928,-5.4699
954,7Networks_RH_Default_PFCv_8,50.0000,33.1209,-5.9670
955,7Networks_RH_Default_PFCv_9,52.5521,29.3333,1.4688
956,7Networks_RH_Default_PFCv_10,55.6111,21.3889,8.9167
957,7Networks_RH_Default_PFCm_1,5.4847,45.0237,-12.4203
958,7Networks_RH_Default_PFCm_2,5.5130,34.6435,-5.1304
959,7Networks_RH_Default_PFCm_3,7.4069,52.1793,-3.5034
960,7Networks_RH_Default_PFCm_4,8.7826,67.2935,0.2283
961,7Networks_RH_Default_PFCm_5,9.9661,45.5254,-0.8814
962,7Networks_RH_Default_PFCm_6,17.3805,67.2920,10.0708
963,7Networks_RH_Default_PFCm_7,7.7684,41.6895,6.9000
964,7Networks_RH_Default_PFCm_8,7.2863,57.5202,10.3911
965,7Networks_RH_Default_PFCm_9,6.0260,29.8701,13.8442
966,7Networks_RH_Default_PFCm_10,15.8773,63.5092,20.5644
967,7Networks_RH_Default_PFCm_11,7.6571,45.1857,21.7857
968,7Networks_RH_Default_PFCm_12,5.7931,19.2069,21.8966
969,7Networks_RH_Default_PFCm_13,5.9265,57.5515,28.1691
970,7Networks_RH_Default_PFCm_14,15.2653,54.3946,35.0476
971,7Networks_RH_Default_PFCm_15,4.9868,46.3158,35.0132
972,7Networks_RH_Default_PFCm_16,19.9388,45.9592,36.3061
973,7Networks_RH_Default_PFCm_17,25.8182,34.1983,34.3471
974,7Networks_RH_Default_PFCm_18,9.4220,47.8613,47.5607
975,7Networks_RH_Default_PFCm_19,21.9495,40.4545,45.9394
976,7Networks_RH_Default_PFCm_20,27.0267,29.1444,41.9786
977,7Networks_RH_Default_PFCm_21,14.1255,33.5216,55.5294
978,7Networks_RH_Default_PFCm_22,23.8534,26.4138,52.9052
979,7Networks_RH_Default_PFCm_23,5.3514,23.6757,60.5405
980,7Networks_RH_Default_PFCm_24,11.0886,19.1561,63.8059
981,7Networks_RH_Default_PCC_1,10.0800,-48.3467,7.5467
982,7Networks_RH_Default_PCC_2,10.8889,-54.5694,13.2778
983,7Networks_RH_Default_PCC_3,7.0000,-46.7143,14.2857
984,7Networks_RH_Default_PCC_4,16.3626,-58.2807,21.2515
985,7Networks_RH_Default_PCC_5,7.5172,-42.2759,22.6897
986,7Networks_RH_Default_PCC_6,5.2908,-52.5106,19.9291
987,7Networks_RH_Default_PCC_7,4.3000,-61.4500,22.8000
988,7Networks_RH_Default_PCC_8,4.9773,-44.9545,28.6136
989,7Networks_RH_Default_PCC_9,5.9077,-65.7846,27.8462
990,7Networks_RH_Default_PCC_10,7.7538,-54.6462,29.1385
991,7Networks_RH_Default_PCC_11,5.6438,-38.2740,32.3836
992,7Networks_RH_Default_PCC_12,3.9497,-29.1824,35.8994
993,7Networks_RH_Default_PCC_13,11.9143,-43.7143,34.1714
994,7Networks_RH_Default_PCC_14,3.9636,-16.4000,37.2364
995,7Networks_RH_Default_PCC_15,4.4466,-65.4369,36.0194
996,7Networks_RH_Default_PCC_16,9.6230,-53.0984,36.2623
997,7Networks_RH_Default_PCC_17,7.4697,-49.8182,43.9242
998,7Networks_RH_Default_PCC_18,6.4167,-61.5714,43.9881
999,7Networks_RH_Cont_PCC_1,6.1579,-37.1842,39.4474
1000,7Networks_RH_Cont_PCC_2,7.7045,-44.3182,40.6818
