roi_label,roi_name,x,y,z
381,7Networks_LH_Default_Par_7,-61.4286,-54.0220,25.6484
382,7Networks_LH_Default_Par_8,-46.8276,-70.9310,30.0517
383,7Networks_LH_Default_Par_9,-47.9420,-64.0145,31.2754
384,7Networks_LH_Default_Par_10,-46.6944,-57.7778,34.1111
385,7Networks_LH_Default_Par_11,-54.3820,-57.4607,33.1910
386,7Networks_LH_Default_Par_12,-38.3263,-77.5474,39.8000
387,7Networks_LH_Default_Par_13,-58.5926,-50.9333,34.0889
388,7Networks_LH_Default_Par_14,-46.7320,-69.2062,39.5258
389,7Networks_LH_Default_Par_15,-46.2459,-61.4918,42.6557
390,7Networks_LH_Default_Par_16,-54.0000,-59.2381,41.6190
391,7Networks_LH_Default_Par_17,-36.9533,-72.1869,48.4860
392,7Networks_LH_Default_Par_18,-52.3357,-50.8671,41.5664
393,7Networks_LH_Default_Par_19,-43.1789,-64.4000,51.5789
394,7Networks_LH_Default_Temp_1,-46.0717,7.1541,-36.7885
395,7Networks_LH_Default_Temp_2,-52.6125,-5.4170,-31.5941
396,7Networks_LH_Default_Temp_3,-58.9697,-21.7749,-26.2251
397,7Networks_LH_Default_Temp_4,-54.6218,4.1261,-26.3193
398,7Networks_LH_Default_Temp_5,-48.1576,14.8970,-24.0848
399,7Networks_LH_Default_Temp_6,-61.4875,-15.2646,-20.8134
400,7Networks_LH_Default_Temp_7,-52.4746,6.7684,-16.8814
401,7Networks_LH_Default_Temp_8,-62.2075,-33.3019,-14.1509
402,7Networks_LH_Default_Temp_9,-59.0667,-9.6167,-13.9000
403,7Networks_LH_Default_Temp_10,-64.2564,-24.7009,-8.2906
404,7Networks_LH_Default_Temp_11,-53.3968,-3.8730,-11.1958
405,7Networks_LH_Default_Temp_12,-65.8561,-36.6906,-5.9856
406,7Networks_LH_Default_Temp_13,-52.1748,-21.5340,-8.4466
407,7Networks_LH_Default_Temp_14,-57.2203,-31.2712,-4.9831
408,7Networks_LH_Default_Temp_15,-57.5829,-13.6043,-4.3529
409,7Networks_LH_Default_Temp_16,-62.5882,-41.2941,0.7206
410,7Networks_LH_Default_Temp_17,-49.5955,-33.7303,-2.0674
411,7Networks_LH_Default_Temp_18,-57.1543,-23.8171,-0.8914
412,7Networks_LH_Default_Temp_19,-53.8286,-41.7143,1.1714
413,7Networks_LH_Default_Temp_20,-60.1481,-50.7407,6.0444
414,7Networks_LH_Default_Temp_21,-55.0680,-34.3884,4.1359
415,7Networks_LH_Default_Temp_22,-51.2868,-44.7597,6.8837
416,7Networks_LH_Default_PFC_1,-28.3056,16.6389,-15.6111
417,7Networks_LH_Default_PFC_2,-33.2414,12.3448,-12.2759
418,7Networks_LH_Default_PFC_3,-35.4731,36.3226,-12.4409
419,7Networks_LH_Default_PFC_4,-37.4597,23.9532,-14.8935
420,7Networks_LH_Default_PFC_5,-6.0082,32.5633,-11.3306
421,7Networks_LH_Default_PFC_6,-38.6824,50.3608,-13.2235
422,7Networks_LH_Default_PFC_7,-4.8471,54.7268,-10.2807
423,7Networks_LH_Default_PFC_8,-45.7521,30.6581,-10.8632
424,7Networks_LH_Default_PFC_9,-3.9444,24.3333,-5.5556
425,7Networks_LH_Default_PFC_10,-8.1088,46.1224,-4.0272
426,7Networks_LH_Default_PFC_11,-49.0710,39.6645,-6.7355
427,7Networks_LH_Default_PFC_12,-16.5455,64.9697,-3.1970
428,7Networks_LH_Default_PFC_13,-4.1053,35.4737,-3.2632
429,7Networks_LH_Default_PFC_14,-28.0738,57.9344,-1.3525
430,7Networks_LH_Default_PFC_15,-44.0635,28.4286,-1.1746
431,7Networks_LH_Default_PFC_16,-8.4963,68.2044,2.2482
432,7Networks_LH_Default_PFC_17,-51.5948,28.1379,2.2241
433,7Networks_LH_Default_PFC_18,-44.7438,20.3802,6.1322
434,7Networks_LH_Default_PFC_19,-6.1610,59.2881,7.8644
435,7Networks_LH_Default_PFC_20,-5.9760,44.8201,6.5564
436,7Networks_LH_Default_PFC_21,-54.2173,18.7540,11.9361
437,7Networks_LH_Default_PFC_22,-20.4576,65.0185,9.2989
438,7Networks_LH_Default_PFC_23,-2.2800,35.9600,8.6400
439,7Networks_LH_Default_PFC_24,-8.6735,67.1429,15.5714
440,7Networks_LH_Default_PFC_25,-2.6316,29.1053,17.1579
441,7Networks_LH_Default_PFC_26,-23.3371,57.8743,20.1600
442,7Networks_LH_Default_PFC_27,-5.3941,50.7294,21.0824
443,7Networks_LH_Default_PFC_28,-7.4476,36.4952,20.9810
444,7Networks_LH_Default_PFC_29,-15.5170,59.7811,26.3774
445,7Networks_LH_Default_PFC_30,-5.2828,61.7241,27.1172
446,7Networks_LH_Default_PFC_31,-21.7879,48.9293,31.1919
447,7Networks_LH_Default_PFC_32,-3.7321,36.5893,34.0625
448,7Networks_LH_Default_PFC_33,-3.1245,48.8069,38.1116
449,7Networks_LH_Default_PFC_34,-11.8641,51.1845,40.4466
450,7Networks_LH_Default_PFC_35,-19.8571,42.9610,41.7143
451,7Networks_LH_Default_PFC_36,-46.3947,13.1579,40.7105
452,7Networks_LH_Default_PFC_37,-39.1972,23.9585,46.2491
453,7Networks_LH_Default_PFC_38,-25.0000,27.2870,43.7500
454,7Networks_LH_Default_PFC_39,-2.9744,35.0940,47.2821
455,7Networks_LH_Default_PFC_40,-7.5873,41.4074,52.4656
456,7Networks_LH_Default_PFC_41,-18.9421,34.2066,49.5950
457,7Networks_LH_Default_PFC_42,-41.5833,6.7885,48.8462
458,7Networks_LH_Default_PFC_43,-37.9487,12.8547,56.4786
459,7Networks_LH_Default_PFC_44,-29.4598,16.5747,55.8966
460,7Networks_LH_Default_PFC_45,-22.2301,18.9204,46.8496
461,7Networks_LH_Default_PFC_46,-5.4571,25.0714,60.5000
462,7Networks_LH_Default_PFC_47,-13.8222,27.2556,58.8111
463,7Networks_LH_Default_PFC_48,-21.9252,21.2897,58.4486
464,7Networks_LH_Default_PFC_49,-4.8112,11.6787,64.5542
465,7Networks_LH_Default_PFC_50,-15.3020,14.6577,65.2483
466,7Networks_LH_Default_PCC_1,-6.9333,-46.4000,8.2667
467,7Networks_LH_Default_PCC_2,-8.7500,-53.3333,8.3833
468,7Networks_LH_Default_PCC_3,-5.7059,-46.7059,14.4118
469,7Networks_LH_Default_PCC_4,-10.3308,-58.6917,16.4511
470,7Networks_LH_Default_PCC_5,-4.8103,-53.2586,17.3966
471,7Networks_LH_Default_PCC_6,-5.9130,-44.1739,21.1304
472,7Networks_LH_Default_PCC_7,-14.9286,-63.0238,22.2857
473,7Networks_LH_Default_PCC_8,-2.8750,-47.2500,23.6667
474,7Networks_LH_Default_PCC_9,-14.0000,-66.7407,25.7407
475,7Networks_LH_Default_PCC_10,-3.3465,-60.8119,22.8317
476,7Networks_LH_Default_PCC_11,-3.3333,-41.4667,26.2667
477,7Networks_LH_Default_PCC_12,-7.4340,-52.9057,26.2642
478,7Networks_LH_Default_PCC_13,-6.4286,-66.6786,26.0714
479,7Networks_LH_Default_PCC_14,-5.3134,-46.3582,29.9403
480,7Networks_LH_Default_PCC_15,-5.9718,-57.6338,29.5211
481,7Networks_LH_Default_PCC_16,-3.4627,-39.4030,30.8060
482,7Networks_LH_Default_PCC_17,-12.2703,-48.7568,30.5946
483,7Networks_LH_Default_PCC_18,-3.4227,-64.6186,32.5979
484,7Networks_LH_Default_PCC_19,-4.2712,-33.8983,35.2542
485,7Networks_LH_Default_PCC_20,-8.5574,-41.7049,34.7541
486,7Networks_LH_Default_PCC_21,-2.4234,-14.9051,36.7445
487,7Networks_LH_Default_PCC_22,-2.7692,-26.8462,37.6154
488,7Networks_LH_Default_PCC_23,-7.8125,-54.7500,34.8750
489,7Networks_LH_Default_PCC_24,-2.2909,-70.6545,36.5818
490,7Networks_LH_Default_PCC_25,-4.9412,-32.3235,41.6471
491,7Networks_LH_Default_PCC_26,-11.5942,-47.7971,37.1884
492,7Networks_LH_Default_PCC_27,-4.9804,-40.1765,42.0196
493,7Networks_LH_Default_PCC_28,-5.0286,-61.8857,39.0286
494,7Networks_LH_Default_PCC_29,-6.5763,-54.2203,42.2203
495,7Networks_LH_Default_PCC_30,-3.6066,-67.6393,44.3607
496,7Networks_LH_Default_PCC_31,-6.5238,-47.0952,44.5556
497,7Networks_LH_Default_PCC_32,-5.2745,-58.6471,48.1765
498,7Networks_LH_Default_PHC_1,-30.1921,-32.3955,-17.9661
499,7Networks_LH_Default_PHC_2,-19.8082,-24.4110,-21.9178
500,7Networks_LH_Default_PHC_3,-20.9481,-36.0260,-13.5584
501,7Networks_RH_Vis_1,32.3824,-36.1191,-22.6207
502,7Networks_RH_Vis_2,36.2038,-51.6943,-18.3949
503,7Networks_RH_Vis_3,30.3891,-32.5068,-16.2624
504,7Networks_RH_Vis_4,26.2903,-49.3226,-14.0323
505,7Networks_RH_Vis_5,46.1828,-57.0430,-17.4194
506,7Networks_RH_Vis_6,35.8595,-66.9297,-15.4811
507,7Networks_RH_Vis_7,30.0496,-45.9835,-8.8099
508,7Networks_RH_Vis_8,26.7817,-71.3299,-10.3046
509,7Networks_RH_Vis_9,27.3936,-59.1383,-8.6489
510,7Networks_RH_Vis_10,20.5750,-31.3500,-15.2500
511,7Networks_RH_Vis_11,37.7938,-77.7216,-15.4124
512,7Networks_RH_Vis_12,26.1440,-80.7360,-12.0480
513,7Networks_RH_Vis_13,22.2476,-44.0571,-9.2762
514,7Networks_RH_Vis_14,18.9402,-70.7350,-8.9915
515,7Networks_RH_Vis_15,19.9857,-59.8143,-6.9571
516,7Networks_RH_Vis_16,46.1596,-77.2553,-14.4362
517,7Networks_RH_Vis_17,19.5133,-88.5044,-12.1239
518,7Networks_RH_Vis_18,14.7027,-79.7568,-13.0811
519,7Networks_RH_Vis_19,16.7667,-35.8333,-11.6333
520,7Networks_RH_Vis_20,33.9535,-89.5349,-15.5814
521,7Networks_RH_Vis_21,49.9205,-62.3046,-6.7550
522,7Networks_RH_Vis_22,14.5905,-49.5810,-7.2000
523,7Networks_RH_Vis_23,12.0774,-61.6000,-2.8129
524,7Networks_RH_Vis_24,8.3373,-72.0803,-3.8795
525,7Networks_RH_Vis_25,6.8000,-89.5667,-12.1833
526,7Networks_RH_Vis_26,48.8130,-75.3496,-7.2520
527,7Networks_RH_Vis_27,21.7164,-97.4478,-13.4627
528,7Networks_RH_Vis_28,3.9355,-81.6613,-4.8871
529,7Networks_RH_Vis_29,12.5769,-96.2436,-7.6026
530,7Networks_RH_Vis_30,33.3419,-93.0452,-6.6710
531,7Networks_RH_Vis_31,17.7665,-43.7970,-3.0660
532,7Networks_RH_Vis_32,13.8557,-55.4021,2.0619
533,7Networks_RH_Vis_33,4.7059,-62.1765,5.8235
534,7Networks_RH_Vis_34,46.5763,-65.8079,-0.6328
535,7Networks_RH_Vis_35,41.8356,-86.0548,-4.0411
536,7Networks_RH_Vis_36,3.9268,-72.0488,5.1707
537,7Networks_RH_Vis_37,22.5823,-100.4557,-5.2658
538,7Networks_RH_Vis_38,8.5902,-91.1803,0.6721
539,7Networks_RH_Vis_39,50.9333,-73.8333,0.8333
540,7Networks_RH_Vis_40,11.7681,-63.4783,6.0290
541,7Networks_RH_Vis_41,23.3023,-52.2791,3.4419
542,7Networks_RH_Vis_42,13.2308,-44.3590,3.0000
543,7Networks_RH_Vis_43,13.6404,-103.0112,1.9551
544,7Networks_RH_Vis_44,8.1624,-81.4619,5.1777
545,7Networks_RH_Vis_45,26.0000,-98.4024,3.2927
546,7Networks_RH_Vis_46,10.8440,-97.5046,4.5872
547,7Networks_RH_Vis_47,23.8182,-62.4895,5.3427
548,7Networks_RH_Vis_48,18.9677,-53.1290,7.2258
549,7Networks_RH_Vis_49,49.3951,-66.0370,8.7037
550,7Networks_RH_Vis_50,12.3197,-70.7881,10.5874
551,7Networks_RH_Vis_51,33.4470,-89.0599,3.8249
552,7Networks_RH_Vis_52,43.4800,-79.1000,4.9500
553,7Networks_RH_Vis_53,14.3059,-100.8706,12.7529
554,7Networks_RH_Vis_54,4.7595,-86.3797,9.8481
555,7Networks_RH_Vis_55,5.4043,-76.0426,13.6596
556,7Networks_RH_Vis_56,48.4923,-72.6000,12.2923
557,7Networks_RH_Vis_57,20.9880,-59.2530,11.1084
558,7Networks_RH_Vis_58,25.9060,-95.6376,14.8054
559,7Networks_RH_Vis_59,6.6508,-93.6190,15.3810
560,7Networks_RH_Vis_60,37.7079,-84.1124,9.3933
561,7Networks_RH_Vis_61,14.9694,-94.2707,19.2402
562,7Networks_RH_Vis_62,30.6593,-87.1648,12.6593
563,7Networks_RH_Vis_63,8.3377,-66.6753,18.8571
564,7Networks_RH_Vis_64,5.2139,-80.7463,22.5572
565,7Networks_RH_Vis_65,18.0472,-64.0315,17.1339
566,7Networks_RH_Vis_66,43.3034,-79.8202,16.0000
567,7Networks_RH_Vis_67,26.6446,-89.0909,20.8430
568,7Networks_RH_Vis_68,7.6092,-89.9540,28.5287
569,7Networks_RH_Vis_69,33.7586,-84.2931,18.7241
570,7Networks_RH_Vis_70,7.1290,-74.4194,28.1613
571,7Networks_RH_Vis_71,16.8125,-72.1406,25.0469
572,7Networks_RH_Vis_72,38.9841,-84.0635,26.4127
573,7Networks_RH_Vis_73,17.7478,-88.7217,27.6957
574,7Networks_RH_Vis_74,17.8333,-63.3148,26.8519
575,7Networks_RH_Vis_75,10.0741,-85.1728,39.4815
576,7Networks_RH_Vis_76,34.1842,-76.4474,23.1974
577,7Networks_RH_Vis_77,28.0538,-81.9570,27.8602
578,7Networks_RH_Vis_78,16.1518,-78.9464,36.7232
579,7Networks_RH_Vis_79,23.3562,-85.9863,37.8767
580,7Networks_RH_Vis_80,29.0050,-76.5528,39.4874
581,7Networks_RH_Vis_81,22.7547,-81.3962,48.1887
582,7Networks_RH_SomMot_1,51.4017,11.0256,-9.3846
583,7Networks_RH_SomMot_2,60.2087,-2.9913,-6.2087
584,7Networks_RH_SomMot_3,54.8251,2.1345,-3.0762
585,7Networks_RH_SomMot_4,55.1795,-12.8205,-4.6667
586,7Networks_RH_SomMot_5,65.2258,-8.1290,-3.0323
587,7Networks_RH_SomMot_6,48.2979,-10.8936,-0.2128
588,7Networks_RH_SomMot_7,62.7385,-14.8308,-2.7385
589,7Networks_RH_SomMot_8,39.5211,-4.5352,5.9437
590,7Networks_RH_SomMot_9,54.6011,-12.6124,5.1067
591,7Networks_RH_SomMot_10,67.3500,-15.1500,4.7000
592,7Networks_RH_SomMot_11,40.9846,-20.1538,2.5846
593,7Networks_RH_SomMot_12,62.3884,-23.3204,1.4563
594,7Networks_RH_SomMot_13,49.4200,-36.8200,4.1200
595,7Networks_RH_SomMot_14,56.9818,-31.3273,4.6545
596,7Networks_RH_SomMot_15,37.3333,-9.5556,12.3333
597,7Networks_RH_SomMot_16,38.8846,-22.0385,10.3462
598,7Networks_RH_SomMot_17,34.9231,-18.8462,12.0000
599,7Networks_RH_SomMot_18,59.2178,-21.9022,9.6356
600,7Networks_RH_SomMot_19,36.7317,-9.9024,17.5122
601,7Networks_RH_SomMot_20,41.3226,-27.4194,12.2903
602,7Networks_RH_SomMot_21,43.1111,-2.5926,13.8519
603,7Networks_RH_SomMot_22,34.2000,-22.6800,16.9600
604,7Networks_RH_SomMot_23,64.4328,-36.1343,10.8507
605,7Networks_RH_SomMot_24,64.2609,-27.9478,12.8870
606,7Networks_RH_SomMot_25,42.4211,-12.2982,17.4737
607,7Networks_RH_SomMot_26,38.5143,-26.6095,19.4286
608,7Networks_RH_SomMot_27,47.4524,-31.7857,16.5238
609,7Networks_RH_SomMot_28,50.4742,-8.6392,11.9794
610,7Networks_RH_SomMot_29,47.1467,-18.1333,17.5733
611,7Networks_RH_SomMot_30,59.4897,-1.0759,10.6069
612,7Networks_RH_SomMot_31,43.8800,-28.7200,20.6800
613,7Networks_RH_SomMot_32,58.7244,-12.0630,14.7717
614,7Networks_RH_SomMot_33,51.7753,-21.3483,17.9326
615,7Networks_RH_SomMot_34,66.4000,-8.1333,14.5333
616,7Networks_RH_SomMot_35,61.7315,2.5101,22.1342
617,7Networks_RH_SomMot_36,63.4545,-5.1748,23.4965
618,7Networks_RH_SomMot_37,64.8406,-11.3623,25.9710
619,7Networks_RH_SomMot_38,55.7455,-3.8545,23.7091
620,7Networks_RH_SomMot_39,59.9375,-12.9583,32.0000
621,7Networks_RH_SomMot_40,58.7544,1.2632,34.3333
622,7Networks_RH_SomMot_41,62.7826,-9.4783,38.6087
623,7Networks_RH_SomMot_42,56.1400,-7.9200,33.9200
624,7Networks_RH_SomMot_43,49.6842,-6.6316,31.4035
625,7Networks_RH_SomMot_44,55.6491,-15.6842,36.9825
626,7Networks_RH_SomMot_45,6.8281,-2.4062,41.1719
627,7Networks_RH_SomMot_46,59.8140,-11.7209,45.9535
628,7Networks_RH_SomMot_47,54.9558,-3.6283,42.9558
629,7Networks_RH_SomMot_48,50.3288,-12.9863,39.0959
630,7Networks_RH_SomMot_49,44.8571,-11.3968,37.9365
631,7Networks_RH_SomMot_50,53.0476,-17.7778,42.1270
632,7Networks_RH_SomMot_51,12.2917,-15.0000,41.3750
633,7Networks_RH_SomMot_52,9.0861,2.3974,47.0066
634,7Networks_RH_SomMot_53,49.6721,-21.9344,46.6230
635,7Networks_RH_SomMot_54,49.7526,-12.8866,50.0825
636,7Networks_RH_SomMot_55,39.1915,-16.8936,40.9362
637,7Networks_RH_SomMot_56,54.5349,-17.5349,54.5349
638,7Networks_RH_SomMot_57,8.7473,-9.2747,47.0110
639,7Networks_RH_SomMot_58,47.7739,-7.6000,51.0609
640,7Networks_RH_SomMot_59,39.3770,-13.2459,47.2459
641,7Networks_RH_SomMot_60,12.2951,-21.7049,45.3115
642,7Networks_RH_SomMot_61,48.6462,-27.3231,56.1692
643,7Networks_RH_SomMot_62,40.6275,-19.0588,48.8235
644,7Networks_RH_SomMot_63,47.1081,-19.7838,60.1081
645,7Networks_RH_SomMot_64,6.0933,-0.7733,54.6267
646,7Networks_RH_SomMot_65,43.3846,-8.9744,59.7949
647,7Networks_RH_SomMot_66,6.3294,-15.1882,51.8706
648,7Networks_RH_SomMot_67,8.8608,-30.4304,50.0253
649,7Networks_RH_SomMot_68,40.6757,-17.4324,55.6216
650,7Networks_RH_SomMot_69,29.5000,-37.2273,55.7727
651,7Networks_RH_SomMot_70,39.2632,-33.7474,60.6105
652,7Networks_RH_SomMot_71,38.9744,-24.2051,52.9744
653,7Networks_RH_SomMot_72,13.7500,-43.0000,57.7500
654,7Networks_RH_SomMot_73,41.5366,-28.6829,65.7805
655,7Networks_RH_SomMot_74,6.3500,-36.8000,55.2500
656,7Networks_RH_SomMot_75,37.8491,-16.0755,66.6415
657,7Networks_RH_SomMot_76,31.6213,-40.7692,65.1124
658,7Networks_RH_SomMot_77,4.5575,-23.2920,58.1593
659,7Networks_RH_SomMot_78,32.1923,-27.3654,61.1538
660,7Networks_RH_SomMot_79,29.2522,-33.9826,65.2174
661,7Networks_RH_SomMot_80,30.9194,-23.5000,59.8387
662,7Networks_RH_SomMot_81,27.8636,-11.1477,64.9318
663,7Networks_RH_SomMot_82,8.2933,-40.1867,62.3467
664,7Networks_RH_SomMot_83,4.5882,-10.8627,65.9608
665,7Networks_RH_SomMot_84,27.2812,-18.2812,72.6250
666,7Networks_RH_SomMot_85,2.9189,-33.4865,64.1351
667,7Networks_RH_SomMot_86,24.4340,-28.3962,66.6981
668,7Networks_RH_SomMot_87,24.0404,-42.9091,66.5051
669,7Networks_RH_SomMot_88,22.7126,-34.0920,69.3563
670,7Networks_RH_SomMot_89,13.6667,-41.0833,68.4167
671,7Networks_RH_SomMot_90,20.5600,-24.4200,66.6400
672,7Networks_RH_SomMot_91,11.3448,-4.8966,72.5517
673,7Networks_RH_SomMot_92,19.8156,-13.2624,71.3617
674,7Networks_RH_SomMot_93,5.4717,-40.4906,70.1132
675,7Networks_RH_SomMot_94,14.8852,-44.7213,76.5246
676,7Networks_RH_SomMot_95,6.7283,-18.9480,73.0520
677,7Networks_RH_SomMot_96,12.9744,-14.0256,72.9487
678,7Networks_RH_SomMot_97,21.3939,-38.2424,74.7273
679,7Networks_RH_SomMot_98,16.8364,-30.0727,70.5091
680,7Networks_RH_SomMot_99,19.4667,-30.8667,76.8000
681,7Networks_RH_SomMot_100,4.6531,-31.5510,73.2245
682,7Networks_RH_SomMot_101,11.2706,-38.0000,76.9412
683,7Networks_RH_SomMot_102,13.5728,-26.0777,72.1748
684,7Networks_RH_SomMot_103,12.0253,-32.5316,75.0380
685,7Networks_RH_DorsAttn_Post_1,48.6447,-34.6579,-22.6184
686,7Networks_RH_DorsAttn_Post_2,45.7176,-45.4588,-21.1294
687,7Networks_RH_DorsAttn_Post_3,50.9430,-45.0494,-18.6388
688,7Networks_RH_DorsAttn_Post_4,48.5882,-60.1176,-12.5255
689,7Networks_RH_DorsAttn_Post_5,58.7937,-53.4815,-15.7672
690,7Networks_RH_DorsAttn_Post_6,56.7300,-55.0722,-4.7529
691,7Networks_RH_DorsAttn_Post_7,62.0482,-54.8916,1.3012
692,7Networks_RH_DorsAttn_Post_8,50.3735,-59.3253,4.9036
693,7Networks_RH_DorsAttn_Post_9,51.8710,-59.8226,12.9839
694,7Networks_RH_DorsAttn_Post_10,50.3036,-53.4643,14.5000
695,7Networks_RH_DorsAttn_Post_11,46.0602,-67.2651,18.3614
696,7Networks_RH_DorsAttn_Post_12,46.5551,-75.1101,27.4009
697,7Networks_RH_DorsAttn_Post_13,38.0842,-77.2842,31.7263
698,7Networks_RH_DorsAttn_Post_14,58.3684,-18.7895,34.7895
699,7Networks_RH_DorsAttn_Post_15,35.0588,-71.6340,39.9477
700,7Networks_RH_DorsAttn_Post_16,30.7412,-65.8588,33.3294
701,7Networks_RH_DorsAttn_Post_17,56.4466,-22.0583,43.4369
702,7Networks_RH_DorsAttn_Post_18,54.2222,-28.2667,51.1556
703,7Networks_RH_DorsAttn_Post_19,31.6311,-68.4466,48.4078
704,7Networks_RH_DorsAttn_Post_20,48.1026,-35.8718,54.0513
705,7Networks_RH_DorsAttn_Post_21,24.0328,-74.2295,51.3443
706,7Networks_RH_DorsAttn_Post_22,23.6386,-65.6627,45.5904
707,7Networks_RH_DorsAttn_Post_23,47.7009,-27.4953,41.9813
708,7Networks_RH_DorsAttn_Post_24,28.9394,-64.1970,51.5455
709,7Networks_RH_DorsAttn_Post_25,37.5294,-41.9085,44.3529
710,7Networks_RH_DorsAttn_Post_26,41.8824,-37.6863,54.9020
711,7Networks_RH_DorsAttn_Post_27,14.3279,-76.1967,52.0164
712,7Networks_RH_DorsAttn_Post_28,39.7471,-32.5517,44.9195
713,7Networks_RH_DorsAttn_Post_29,36.1364,-57.9545,51.1364
714,7Networks_RH_DorsAttn_Post_30,42.2264,-27.1698,43.5849
715,7Networks_RH_DorsAttn_Post_31,35.6471,-45.3765,51.9059
716,7Networks_RH_DorsAttn_Post_32,30.7714,-58.9429,57.5286
717,7Networks_RH_DorsAttn_Post_33,6.4507,-51.6901,50.1690
718,7Networks_RH_DorsAttn_Post_34,30.3894,-51.0089,52.1239
719,7Networks_RH_DorsAttn_Post_35,34.2222,-33.7111,48.7556
720,7Networks_RH_DorsAttn_Post_36,37.9512,-40.0488,58.4634
721,7Networks_RH_DorsAttn_Post_37,17.0667,-69.0222,54.5556
722,7Networks_RH_DorsAttn_Post_38,4.7711,-66.0723,52.2651
723,7Networks_RH_DorsAttn_Post_39,24.0448,-65.2537,56.6866
724,7Networks_RH_DorsAttn_Post_40,9.7308,-71.0577,54.0577
725,7Networks_RH_DorsAttn_Post_41,7.3793,-56.3966,54.0345
726,7Networks_RH_DorsAttn_Post_42,37.1959,-47.9381,61.7526
727,7Networks_RH_DorsAttn_Post_43,30.3784,-53.1171,62.3243
728,7Networks_RH_DorsAttn_Post_44,23.6935,-59.2581,62.0484
729,7Networks_RH_DorsAttn_Post_45,20.3548,-65.5806,64.8065
730,7Networks_RH_DorsAttn_Post_46,10.7107,-63.6281,62.7025
731,7Networks_RH_DorsAttn_Post_47,5.9770,-54.0460,60.9885
732,7Networks_RH_DorsAttn_Post_48,29.9823,-48.9027,69.2389
733,7Networks_RH_DorsAttn_Post_49,22.6067,-55.7528,70.4494
734,7Networks_RH_DorsAttn_Post_50,15.6267,-56.8000,67.2800
735,7Networks_RH_DorsAttn_Post_51,8.9718,-50.8592,69.9296
736,7Networks_RH_DorsAttn_Post_52,18.9816,-48.2822,69.5706
737,7Networks_RH_DorsAttn_FEF_1,41.1030,-2.7758,51.4424
738,7Networks_RH_DorsAttn_FEF_2,31.5705,-1.3154,51.2886
739,7Networks_RH_DorsAttn_FEF_3,25.6327,4.2721,53.3469
740,7Networks_RH_DorsAttn_FEF_4,34.7080,-7.2389,58.5133
741,7Networks_RH_DorsAttn_FEF_5,25.9000,-7.2143,52.1571
742,7Networks_RH_DorsAttn_FEF_6,24.6034,-3.7069,62.3103
743,7Networks_RH_DorsAttn_PrCv_1,49.5333,12.4667,20.9333
744,7Networks_RH_DorsAttn_PrCv_2,43.4836,7.6885,25.5082
745,7Networks_RH_DorsAttn_PrCv_3,54.5963,8.7702,30.1491
746,7Networks_RH_SalVentAttn_TempOccPar_1,62.9774,-45.4135,3.8045
747,7Networks_RH_SalVentAttn_TempOccPar_2,56.1739,-42.8478,8.1739
748,7Networks_RH_SalVentAttn_TempOccPar_3,58.6720,-54.4000,8.0480
749,7Networks_RH_SalVentAttn_TempOccPar_4,51.8382,-39.7206,12.4559
750,7Networks_RH_SalVentAttn_TempOccPar_5,55.8519,-40.0741,20.3704
751,7Networks_RH_SalVentAttn_TempOccPar_6,64.4404,-30.9358,19.0826
752,7Networks_RH_SalVentAttn_TempOccPar_7,53.7143,-32.9670,23.5385
753,7Networks_RH_SalVentAttn_TempOccPar_8,64.2319,-39.1304,19.3913
754,7Networks_RH_SalVentAttn_TempOccPar_9,50.9714,-27.3143,25.4286
755,7Networks_RH_SalVentAttn_TempOccPar_10,63.4151,-31.0566,28.6226
756,7Networks_RH_SalVentAttn_TempOccPar_11,61.0000,-19.7945,19.1096
757,7Networks_RH_SalVentAttn_TempOccPar_12,55.3659,-30.5366,33.5610
758,7Networks_RH_SalVentAttn_TempOccPar_13,63.5147,-39.6324,27.8235
759,7Networks_RH_SalVentAttn_TempOccPar_14,60.7559,-24.6929,27.7165
760,7Networks_RH_SalVentAttn_TempOccPar_15,62.5556,-28.5278,38.8056
761,7Networks_RH_SalVentAttn_TempOccPar_16,63.4639,-18.2680,28.3711
762,7Networks_RH_SalVentAttn_TempOccPar_17,64.2989,-34.4828,38.8276
763,7Networks_RH_SalVentAttn_TempOccPar_18,63.8676,-22.2914,40.4371
764,7Networks_RH_SalVentAttn_PrC_1,49.2901,3.8855,40.4656
765,7Networks_RH_SalVentAttn_PrC_2,49.3778,-1.2444,47.2000
766,7Networks_RH_SalVentAttn_FrOper_1,38.0727,7.6000,-20.5455
767,7Networks_RH_SalVentAttn_FrOper_2,38.2198,10.7692,-11.2967
768,7Networks_RH_SalVentAttn_FrOper_3,46.3030,6.3636,-14.4848
769,7Networks_RH_SalVentAttn_FrOper_4,40.0741,1.1296,-12.0000
770,7Networks_RH_SalVentAttn_FrOper_5,40.6667,9.7312,-2.8065
771,7Networks_RH_SalVentAttn_FrOper_6,40.7260,-6.8082,-6.7945
772,7Networks_RH_SalVentAttn_FrOper_7,46.4375,-9.1250,-6.1250
773,7Networks_RH_SalVentAttn_FrOper_8,33.3538,24.4462,1.3538
774,7Networks_RH_SalVentAttn_FrOper_9,37.6364,5.7576,4.0404
775,7Networks_RH_SalVentAttn_FrOper_10,37.3871,30.3548,2.1613
776,7Networks_RH_SalVentAttn_FrOper_11,39.3441,-14.0000,2.0215
